Filename,Row,Columm,Mode,System_M2,Time_M2,Time_Jimmy,Time_Louise,Time_Thelma,ARI_M2
Higgs_OpenML,1000000,28,SS,M2,139.2872589,244.3636121,357.1468177,265.010082,-0.000335522
30mlday_OpenML,300000,24,SS,M2,25.52016187,46.40029431,65.43631249,49.65305829,-5.56E-09
Porto_Seguro_Safe_Driver_Prediction_2nd_Place_Lightgbm_Solution_OpenML,595212,223,SS,M2,296.348917,529.1944946,759.8690179,630.2708862,0.018499354
ACSPublicCoverage_OpenML,1138289,19,SS,M2,71.94220185,126.2143892,184.4671842,155.2147036,-0.008043583
ACSIncome_OpenML,1664500,11,SS,M2,74.75010204,135.9092764,191.6669283,156.4973524,-0.000368119
SGEMM_GPU_kernel_performance_OpenML,241600,17,SS,M2,12.68869686,22.65838725,32.53512015,26.29656243,3.57E-05
medical_charges_OpenML,188806,12,SS,M2,8.181166887,14.35292436,20.97735099,17.25295186,6.87E-10
year_OpenML,515345,90,SS,M2,200.8166332,365.1211513,514.9144441,398.1764891,-0.001761651
Credit_Card_Fraud_Detection_OpenML,284807,30,SS,M2,37.53174591,67.02097484,96.23524592,73.85806441,0.00301072
sgemm_gpu_kernel_performance_OpenML,241600,14,SS,M2,10.13094115,17.77358096,25.97677218,22.61540675,4.94E-07
nyc_taxi_green_OpenML,581835,18,SS,M2,33.39023638,60.70952069,85.61599072,68.8973248,2.89E-05
Airlines_DepDelay_1M_OpenML,1000000,11,SS,M2,42.95759702,76.70999468,110.1476847,85.2022841,0.011494649
delays_zurich_transport_OpenML,5465575,11,SS,M2,294.6391158,516.9107295,755.4849123,581.9864538,-3.00E-05
hcdr_OpenML,244280,69,SS,M2,38.79422498,70.53495451,99.47237174,79.27515054,-0.016648827
autos_OpenML,1000000,25,SS,M2,102.6354332,183.2775593,263.1677774,208.6650431,0.00216263
ATLAS-Higgs-Boson-Machine-Learning-Challenge-2014_OpenML,818238,30,SS,M2,93.07565117,163.2906161,238.6555158,192.4316289,0.048349783
Click_OpenML,1000000,11,SS,M2,50.86319089,92.47852889,130.4184382,101.9085798,9.42E-08
letter_OpenML,20000,16,SS,M2,1.050970078,1.876732282,2.694795072,2.122959557,0.001999207
pendigits_OpenML,10992,16,SS,M2,0.71026206,1.246073789,1.821184769,1.434729362,0.020469475
pol_OpenML,15000,48,SS,M2,1.665260077,3.027745595,4.269897633,3.363825355,-0.001144897
2dplanes_OpenML,40768,10,SS,M2,1.489069223,2.659052184,3.818126213,3.007919831,4.76E-07
elevators_OpenML,16599,18,SS,M2,1.114552021,1.955354423,2.857825695,2.251395082,0.001290405
meta_stream_intervals.arff_OpenML,45164,74,SS,M2,9.269771099,16.85412927,23.76864384,18.72493762,0.002144186
Ailerons_OpenML,13750,40,SS,M2,1.591363907,2.841721263,4.080420274,3.214555092,0.001092534
mv_OpenML,40768,10,SS,M2,1.736621857,3.046705012,4.452876556,3.507976151,-1.01E-06
fried_OpenML,40768,10,SS,M2,1.691909313,3.076198751,4.338229008,3.417656813,2.49E-08
house_16H_OpenML,22784,16,SS,M2,1.549605131,2.76715202,3.97334649,3.130202365,1.73E-05
ailerons_OpenML,13750,40,SS,M2,1.559793234,2.736479358,3.999469831,3.150782332,0.003125311
sylva_prior_OpenML,14395,108,SS,M2,3.112771034,5.659583698,7.98146419,6.287797489,0.00520817
eye_movements_OpenML,10936,27,SS,M2,1.046133757,1.868095995,2.682394249,2.113190188,0.000896889
MagicTelescope_OpenML,19020,10,SS,M2,0.931058168,1.633435382,2.387328636,1.8807375,-0.013146645
Kaggle_bike_sharing_demand_challange_OpenML,10886,10,SS,M2,0.570349932,1.036999876,1.462435723,1.152106862,0.000403771
bank-marketing_OpenML,45211,16,SS,M2,1.843523979,3.292007105,4.726984562,3.723918438,-0.000753202
eeg-eye-state_OpenML,14980,14,SS,M2,0.963086843,1.68962604,2.469453444,1.945435424,0.075384378
gas-drift_OpenML,13910,128,SS,M2,6.280441046,11.41898372,16.10369499,12.68649091,0.002625903
gas-drift-different-concentrations_OpenML,13910,129,SS,M2,6.433283806,11.4880068,16.4955995,12.99523329,0.026147285
har_OpenML,10299,561,SS,M2,19.13002276,33.56144344,49.05134041,38.64264598,0.268159317
nomao_OpenML,34465,118,SS,M2,9.508955002,17.28900909,24.3819359,19.2080891,0.071205692
CreditCardSubset_OpenML,14240,30,SS,M2,1.786562204,3.19028965,4.580928728,3.608855653,7.82E-06
PhishingWebsites_OpenML,11055,30,SS,M2,0.951582909,1.6694437,2.439956177,1.922197475,0.000883847
OnlineNewsPopularity_OpenML,39644,60,SS,M2,6.591779709,11.98505402,16.90199925,13.31539501,4.06E-05
CIFAR_10_small_OpenML,20000,3072,SS,M2,164.2465951,293.2974913,421.1451156,331.7781222,0.020377339
STL-10_OpenML,13000,27648,SS,M2,1996.013783,3501.778567,5117.984059,4031.947842,0.008531103
guillermo_OpenML,20000,4296,SS,M2,266.5614648,484.6572087,683.4909354,538.4541589,-0.001635823
riccardo_OpenML,20000,4296,SS,M2,258.5232232,461.6486129,662.8800595,522.2169108,0.004997682
microaggregation2_OpenML,20000,20,SS,M2,1.311532021,2.30093337,3.362902618,2.649294682,-0.011367031
SVHN_medium_OpenML,49644,3072,SS,M2,395.2184508,718.5790015,1013.380643,798.3412706,0.001201633
dataset_sales_OpenML,10738,14,SS,M2,0.718625069,1.283259052,1.842628382,1.451622639,0.000270393
default-of-credit-card-clients_OpenML,30000,23,SS,M2,2.003617048,3.515117628,5.13747961,4.047306437,-0.012846918
house_sales_reduced_OpenML,21613,20,SS,M2,1.39745903,2.5408346,3.583228282,2.822867241,2.03E-05
Brazilian_houses_OpenML,10692,12,SS,M2,0.622499943,1.111607041,1.5961537,1.257449884,3.83E-05
Bike_Sharing_Demand_OpenML,17379,12,SS,M2,0.790040016,1.386035116,2.025743631,1.595880833,-0.000519082
PCam16k_OpenML,16000,27648,SS,M2,2469.099735,4489.272245,6331.024962,4987.581465,0.005581744
NASA_PHM2008_OpenML,45918,21,SS,M2,3.286718845,5.869140795,8.427484218,6.639172068,1.30E-05
NASA_PHM2008_1_OpenML,45918,21,SS,M2,3.651303291,6.405795247,9.362316131,7.375632648,-2.19E-05
MiamiHousing2016_OpenML,13932,16,SS,M2,0.993303061,1.806005565,2.546930926,2.006472182,0.000763048
superconduct_OpenML,21263,81,SS,M2,5.707858086,10.19260373,14.63553355,11.52987333,0.000389212
sarcos_OpenML,44484,21,SS,M2,3.680784225,6.457516184,9.437908269,7.435184135,0.000331967
law-school-admission-bianry_OpenML,20800,11,SS,M2,0.826296806,1.502357829,2.118709759,1.669119549,-0.004802981
avocado_sales_OpenML,18249,13,SS,M2,1.046736002,1.869171432,2.683938467,2.114406724,-3.35E-05
credit_OpenML,16714,10,SS,M2,0.762032747,1.336899556,1.953930121,1.539306149,0.010227963
compass_OpenML,16644,17,SS,M2,0.92304492,1.678263491,2.366781846,1.864550738,-4.36E-06
superconductivity_OpenML,21263,81,SS,M2,5.822932005,10.39809287,14.93059488,11.76232265,6.53E-06
naval_propulsion_plant_OpenML,11934,14,SS,M2,0.868579865,1.523824325,2.227127859,1.754531326,-0.000160999
miami_housing_OpenML,13932,15,SS,M2,0.930560112,1.691927476,2.386051569,1.879731426,0.00152169
kings_county_OpenML,21613,21,SS,M2,1.447704077,2.585185852,3.712061736,2.924362235,-6.19E-06
health_insurance_OpenML,22272,11,SS,M2,0.879284859,1.542605016,2.254576562,1.776155415,0.009452889
online_shoppers_OpenML,12330,17,SS,M2,0.82014823,1.4911786,2.102944179,1.656699424,0.000937373
Insurance_OpenML,23548,10,SS,M2,0.898108006,1.603764296,2.302841041,1.814178171,-0.000747186
SignMNIST_OpenML,34627,784,SS,M2,63.95508027,112.2018952,163.9873853,129.1892621,0.001900255
Microsoft_OpenML,1200192,136,SS,M2,601.0441427,1092.807532,1541.138827,1214.109168,4.50E-05
